,eastAll,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear
1360,0.0,0.0,0.0,0.0,0.0,0.0
1361,0.74,0.74,0.0,0.0,0.0,0.0
1362,-3.76,1.44,0.0,-2.95,-3.24,0.0
1363,-10.47,2.18,0.0,-10.35,-10.46,0.0
1364,35.99,1.3,3.79,1.2,0.65,29.15
1365,38.19,1.39,4.35,1.48,0.83,30.74
1366,37.22,1.46,4.62,2.05,1.17,23.93
1367,39.76,1.5,5.01,2.25,1.26,25.41
1368,39.1,5.59,17.75,11.66,8.1,66.56
1369,147.3,5.48,2.4,-1.03,-4.31,94.42
1370,1.57,1.33,0.0,0.0,0.0,0.0
1371,41.35,0.88,2.63,1.17,0.48,19.79
1372,119.8,1.43,6.13,2.47,-3.93,96.78
1373,9.99,0.84,-0.1,0.42,0.42,9.75
1374,0.0,0.0,0.0,0.0,0.0,0.0
1375,18.58,-0.61,1.18,0.2,-0.71,11.15
1376,40.03,3.36,9.88,9.66,4.57,28.94
1377,94.34,0.38,-5.8,-8.41,-10.47,71.22
1378,39.14,0.31,-1.5,0.23,-0.23,24.46
1379,0.0,0.0,0.0,0.0,0.0,0.0
1380,0.0,0.0,0.0,0.0,0.0,0.0
1381,30.79,1.4,0.06,1.22,0.65,11.4
1382,199.28,2.72,1.81,0.46,0.36,94.09
1383,44.55,1.08,2.68,1.31,0.14,29.68
1384,162.56,4.99,11.72,6.27,2.77,114.73
1385,49.11,1.4,1.31,1.34,1.02,31.02
1386,36.04,5.78,18.54,11.22,6.16,73.26
1387,37.8,9.09,17.72,20.31,11.44,88.56
1388,152.85,5.49,24.62,14.72,6.8,122.58
1389,37.47,1.05,1.0,1.48,0.84,9.0
1390,42.5,1.09,1.45,1.68,0.94,10.49
1391,249.14,5.0,11.4,7.36,4.03,89.57
1392,94.53,6.5,14.46,9.64,5.46,104.18
1393,-21.96,4.02,-0.35,1.23,0.78,-22.58
1394,35.01,0.68,3.27,2.06,1.36,33.16
1395,21.9,8.74,10.72,11.83,6.84,55.68
1396,50.48,6.85,1.19,4.72,1.28,46.34
1397,20.17,-0.42,-5.16,-3.14,-1.85,-0.17
1398,0.0,0.0,0.0,0.0,0.0,0.0
1399,0.0,0.0,0.0,0.0,0.0,0.0
1400,-0.99,0.93,0.0,2.37,1.87,0.0
1401,-2.0,2.73,-2.0,-2.78,-6.93,0.0
1402,5.7,1.83,3.73,2.92,1.44,0.0
1403,10.2,1.75,7.72,6.78,5.05,0.0
1404,21.11,3.89,21.19,0.0,-7.26,0.0
1405,-43.18,5.34,-12.14,-3.06,-4.1,0.0
1406,-48.83,5.44,-20.35,-9.86,-7.23,0.0
1407,9.83,4.94,-8.09,-2.36,-3.44,0.0
1408,65.08,3.51,12.36,7.63,6.46,66.75
1409,4.21,7.55,6.56,6.9,-2.59,25.34
1410,46.47,5.16,22.0,14.19,5.16,53.91
1411,97.74,0.4,4.65,1.48,0.94,45.68
1412,148.8,6.05,8.36,8.13,2.9,97.46
1413,40.04,5.81,22.38,13.63,7.13,65.91
1414,-58.5,-8.19,-14.08,-14.43,-7.57,-50.54
1415,134.4,5.4,9.53,8.67,5.82,90.57
1416,49.9,5.04,5.84,1.13,-4.8,80.61
1417,-25.5,-1.32,13.22,5.67,-1.19,-10.13
1418,63.91,1.18,1.34,1.36,1.27,42.6
1419,76.8,3.88,5.3,3.15,0.28,64.01
1420,1.26,0.55,0.0,3.77,-0.32,0.0
1421,-25.27,5.08,-12.76,-6.41,-4.19,0.0
1422,27.06,2.86,-0.08,0.61,0.38,26.93
1423,44.3,4.87,7.29,5.48,1.69,56.0
1424,83.12,9.91,35.36,28.65,16.12,99.54
1425,54.99,2.83,0.3,0.75,0.45,28.37
1426,64.97,5.71,17.28,12.17,5.71,72.18
1427,11.23,5.7,18.71,12.23,6.76,72.72
1428,-0.6,1.64,8.52,1.84,-0.5,0.0
1429,-36.79,5.17,-14.17,-8.04,-5.16,0.0
1430,22.6,-1.53,45.43,30.84,11.05,0.0
1431,-18.6,6.78,-9.1,-2.45,-6.65,0.0
1432,52.22,1.33,2.16,1.63,0.88,32.5
1433,-4.39,1.29,0.0,0.0,-2.41,0.0
1434,-26.22,6.06,-6.16,-1.75,-6.89,0.0
1435,-38.05,2.05,0.42,-7.71,-9.6,0.0
1436,-22.73,3.22,-1.16,-2.53,-4.8,0.0
1437,-60.01,2.64,-20.13,-10.28,-7.32,0.0
1438,0.0,0.0,0.0,0.0,0.0,0.0
1439,41.19,2.98,0.59,0.37,-0.47,33.76
1440,15.69,1.31,-5.38,-4.06,-2.38,28.79
1441,45.98,8.3,11.18,11.15,5.52,59.58
1442,24.3,-0.1,-0.33,-2.04,-2.0,14.04
1443,39.96,4.56,-1.97,-2.74,-5.59,31.54
1444,64.19,1.84,0.26,0.5,0.5,28.28
1445,21.94,0.89,28.0,15.81,5.12,17.25
1446,58.83,0.4,4.21,1.2,0.8,47.83
1447,38.57,1.51,2.05,0.6,0.3,26.72
1448,-38.4,-2.22,-4.05,6.57,-1.44,-8.47
1449,23.57,1.12,0.0,0.69,0.77,13.53
1450,12.25,0.7,2.43,1.15,0.5,10.6
1451,48.96,0.8,4.19,1.35,0.5,45.76
1452,-4.51,6.13,23.78,14.61,8.96,0.0
1453,-4.47,4.82,6.97,2.97,-0.43,0.0
1454,-17.63,5.3,-14.93,-11.36,-14.65,0.0
1455,5.06,3.1,5.42,0.67,-1.09,0.0
1456,17.65,3.41,-1.17,-2.12,-4.38,0.0
1457,85.94,0.75,5.77,2.04,1.0,68.89
1458,56.06,1.12,7.36,0.3,0.1,50.2
1459,68.61,0.65,1.96,1.28,0.56,29.39
1460,68.4,0.97,2.05,1.16,0.48,34.21
1461,28.49,-0.09,1.28,0.27,-1.25,118.52
1462,73.59,1.73,5.55,1.98,1.9,53.24
1463,0.0,0.0,0.0,0.0,0.0,0.0
1464,27.51,1.49,-4.44,-4.41,-0.83,20.99
1465,34.84,1.07,2.17,1.57,0.39,25.53
1466,12.57,2.49,2.65,2.88,1.78,0.0
1467,0.0,0.0,0.0,0.0,0.0,0.0
1468,44.76,1.8,1.44,1.96,1.19,30.87
1469,32.78,1.17,1.73,0.97,0.68,25.62
1470,44.49,2.5,1.49,0.69,0.89,0.99
1471,94.79,4.35,-4.1,2.3,1.24,68.65
1472,47.2,4.69,7.92,3.95,0.41,61.23
1473,0.0,0.0,0.0,0.0,0.0,0.0
1474,47.99,1.95,0.67,0.74,0.92,21.86
1475,37.4,4.25,-3.44,0.44,-3.85,27.81
1476,78.3,4.45,-3.83,-1.05,1.48,55.31
1477,82.5,4.52,-3.44,-0.87,1.56,57.19
1478,-41.1,-1.34,0.0,1.73,0.86,-32.38
1479,46.5,1.81,0.0,0.9,-0.07,21.68
1480,50.1,1.76,0.33,1.01,-0.07,23.03
1481,53.99,4.79,4.42,7.62,3.14,53.87
1482,29.37,7.08,1.6,11.99,1.52,24.02
1483,21.1,5.64,29.62,17.9,10.71,88.52
1484,121.61,5.76,11.15,10.53,3.16,50.92
1485,64.68,1.39,1.27,0.93,0.52,23.34
1486,179.48,4.72,12.85,9.73,5.14,90.74
1487,305.2,4.05,0.07,-0.09,0.11,53.34
1488,303.71,3.15,-9.46,-4.74,-3.35,41.53
1489,0.0,0.0,0.0,0.0,0.0,0.0
1490,622.66,3.64,0.83,-0.47,-0.12,32.48
1491,170.74,7.78,-10.35,-3.51,-5.34,26.47
1492,128.8,2.0,-2.7,-2.64,-3.0,114.23
1493,270.14,6.95,2.64,3.76,3.36,114.58
1494,32.43,31.66,2.0,0.99,2.14,6.29
1495,114.66,3.02,-0.27,-1.64,-3.04,54.43
1496,61.85,6.35,29.13,16.63,9.85,112.96
1497,189.36,7.01,2.79,3.71,3.3,131.66
1498,1169.31,5.78,11.7,7.48,2.74,101.72
1499,725.67,6.0,18.04,7.81,2.26,54.83
1500,37.1,1.35,3.44,0.77,0.86,29.34
1501,39.45,1.44,3.93,0.96,0.96,30.94
1502,33.29,5.22,-2.36,3.7,-0.69,26.19
1503,-17.3,-4.39,-1.31,-16.88,-8.11,-33.47
1504,-11.47,3.35,0.0,-4.47,-3.6,0.0
1505,-5.55,4.37,9.54,7.5,2.58,0.0
1506,-56.01,3.4,-18.44,-9.64,-7.78,0.0
1507,-28.98,6.18,4.91,10.69,2.01,0.0
1508,22.47,4.5,-15.13,-10.85,-13.9,0.0
1509,34.75,3.27,1.05,-1.11,-3.9,32.33
1510,44.84,2.46,-5.27,-3.52,-1.48,45.32
1511,43.64,7.94,2.09,8.13,2.94,44.04
1512,160.31,5.47,9.79,-2.32,-5.53,147.68
1513,-22.42,6.45,0.4,3.51,0.25,39.41
1514,1.05,1.02,0.0,0.0,0.44,0.0
1515,2.71,2.03,2.6,1.21,0.52,0.0
1516,43.04,1.99,1.84,1.01,0.42,36.87
1517,80.63,0.97,1.87,1.01,0.33,40.57
1518,45.25,2.23,-4.48,-5.76,-6.53,110.2
1519,68.17,5.14,5.79,-0.04,-4.41,52.83
1520,-10.14,-5.16,0.0,0.0,-9.64,0.0
1521,-1.32,0.72,0.0,0.0,-1.35,0.0
1522,0.3,0.8,0.0,0.2,-0.79,0.0
1523,9.62,0.57,-0.52,0.47,0.19,15.15
1524,11.63,0.84,0.03,0.84,0.47,16.89
1525,27.91,9.12,16.25,13.92,6.6,58.98
1526,73.62,1.29,0.21,1.0,0.43,36.72
1527,29.66,4.46,1.14,-1.3,-4.76,50.35
1528,448.53,9.11,13.54,17.85,7.47,55.52
1529,344.3,8.35,21.63,15.53,7.89,56.76
1530,630.2,6.86,25.72,25.87,14.14,90.77
1531,42.3,1.27,1.55,0.81,0.91,24.42
1532,87.19,4.23,-0.29,-1.71,-3.9,68.78
1533,34.26,5.28,22.14,14.66,9.62,76.51
1534,18.9,-1.57,19.14,6.73,1.89,0.0
1535,10.86,0.59,6.13,3.71,2.23,0.0
1536,-55.06,3.2,-9.92,-8.87,-10.62,0.0
1537,-64.34,2.44,-13.59,-9.48,-6.46,0.0
1538,-46.6,-8.25,-6.97,-26.24,-14.42,-59.33
1539,15.3,5.39,22.01,14.73,9.5,82.73
1540,70.53,1.65,2.87,1.14,-0.07,44.32
1541,120.58,6.47,6.32,3.67,-2.75,99.65
1542,54.84,1.19,0.99,1.19,0.69,24.37
1543,-10.6,7.19,-13.37,15.5,6.94,-7.84
1544,90.65,5.05,26.95,15.02,6.88,122.75
1545,61.17,5.56,-2.12,10.13,4.34,28.04
1546,30.02,4.44,-9.28,4.19,2.11,-18.54
1547,77.13,1.69,3.18,1.34,0.03,45.97
1548,-19.68,7.01,-4.47,12.01,4.95,11.14
1549,108.75,6.88,7.65,9.1,3.1,43.31
1550,195.48,7.13,10.79,10.14,5.54,28.58
1551,0.0,0.0,0.0,0.0,0.0,0.0
1552,387.59,3.86,1.97,1.9,1.31,34.78
1553,422.15,5.85,-3.78,10.01,2.58,4.71
1554,413.2,5.49,12.22,13.95,5.92,40.82
1555,632.41,5.61,-0.21,4.88,-2.07,51.89
1556,695.04,3.14,-11.39,-3.85,-4.84,25.68
1557,17.83,1.94,0.36,1.47,1.66,22.31
1558,46.34,2.92,-5.12,-11.18,-12.23,37.03
1559,52.08,1.72,-0.02,0.23,-1.06,24.0
1560,327.76,4.43,-8.47,-6.66,-9.4,45.5
1561,43.6,5.57,-3.39,1.58,-1.48,38.62
1562,116.75,6.54,7.89,13.72,6.72,37.42
1563,32.29,1.3,1.92,1.43,0.93,22.56
1564,32.79,5.48,-3.66,3.36,-0.77,22.47
1565,54.41,1.41,0.28,1.09,0.91,23.18
1566,58.83,4.23,21.02,11.08,4.53,100.8
1567,244.95,4.06,13.9,4.21,-1.88,115.63
1568,166.75,1.03,-0.78,0.18,-0.63,27.36
1569,0.31,0.52,0.0,0.0,0.0,0.0
1570,-1.1,0.0,0.0,-1.2,-1.49,0.0
1571,4.13,0.43,22.5,9.86,-0.49,-1.59
1572,0.0,0.0,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0,0.0,0.0
1574,-9.11,4.55,-1.66,-1.21,-1.43,-7.56
1575,40.72,4.77,-2.27,-4.64,-6.62,44.74
1576,15.22,1.3,-0.1,0.4,0.4,7.99
1577,26.13,1.29,0.3,0.59,0.49,25.13
1578,19.4,0.76,-0.91,-0.17,-0.33,14.7
1579,21.0,0.83,-0.49,0.08,-0.08,15.79
1580,34.65,1.41,0.66,1.03,0.75,22.04
1581,-32.06,6.18,5.09,3.23,-2.26,27.21
1582,24.04,6.79,3.15,9.28,3.93,5.77
1583,1.08,5.12,15.71,9.47,5.22,67.01
1584,-57.2,-5.1,-6.75,-10.08,-5.31,-47.93
1585,52.07,1.11,0.32,0.87,0.47,22.17
1586,23.7,8.73,12.82,12.57,6.52,63.78
1587,3.75,5.54,16.29,10.39,5.66,54.27
1588,61.7,6.24,-2.94,-1.76,-1.16,100.12
1589,0.4,2.34,0.4,1.01,0.5,0.0
1590,-33.16,4.62,3.59,1.7,0.0,0.0
1591,33.62,6.83,36.86,33.65,10.79,0.0
1592,-25.03,8.65,12.05,-0.36,-3.19,0.0
1593,-1.0,2.93,16.67,9.33,5.8,0.0
1594,13.2,2.82,7.4,5.2,4.24,0.0
1595,24.34,5.14,18.48,8.52,2.37,0.0
1596,-35.48,2.29,-6.69,-4.16,-1.79,0.0
1597,29.44,4.84,0.4,-3.28,-3.37,0.0
1598,20.55,5.48,1.77,-3.31,-3.31,39.36
1599,27.66,1.58,3.11,1.67,0.55,30.34
1600,19.19,7.0,11.61,1.76,-3.4,67.05
1601,-10.4,-0.55,29.67,13.71,4.55,12.42
1602,70.04,1.61,1.78,1.39,0.89,30.7
1603,378.04,5.83,-1.99,2.93,2.51,47.73
1604,33.25,0.51,-0.74,0.33,-0.17,16.13
1605,3.78,7.34,0.0,0.0,0.0,0.0
1606,-8.29,4.72,-9.64,-9.46,-8.0,0.0
1607,-29.89,2.47,-5.51,-4.16,-1.61,0.0
1608,-27.65,4.86,-15.59,-11.42,-13.86,0.0
1609,15.03,1.71,2.82,1.81,1.4,12.1
1610,59.03,1.61,4.89,1.91,1.4,51.52
1611,-7.81,4.65,0.46,1.09,0.11,-2.75
1612,-6.9,4.7,0.78,1.3,0.21,-2.31
1613,0.0,0.0,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0,0.0,0.0
1615,-16.5,-1.53,0.0,0.97,1.09,-15.31
1616,31.88,1.16,0.51,0.5,0.21,22.59
1617,34.12,1.15,0.9,0.66,0.28,23.94
1618,44.07,2.06,-11.93,-11.63,-14.04,-3.7
1619,0.0,0.0,0.0,0.0,0.0,0.0
1620,38.67,0.67,4.39,0.77,0.19,20.81
1621,111.78,2.67,-18.84,-8.69,-7.35,17.16
1622,-12.93,6.7,3.86,5.65,0.94,41.12
1623,4.48,0.43,-6.67,4.58,0.97,37.59
1624,4.64,6.08,-4.12,2.49,3.3,31.45
1625,130.3,0.68,-1.1,-5.32,-3.97,39.78
1626,0.0,0.0,0.0,0.0,0.0,0.0
1627,274.72,5.39,20.13,11.39,6.58,69.51
1628,239.59,5.84,-12.08,-1.09,-0.5,31.7
1629,323.15,5.37,-2.93,1.82,1.18,55.92
1630,309.87,8.93,14.16,12.59,6.49,64.47
1631,105.4,0.67,-0.33,0.58,0.0,17.74
1632,352.34,4.92,-4.58,8.56,6.42,23.18
1633,34.58,6.2,12.31,10.91,7.61,52.42
1634,59.95,0.82,0.91,1.18,0.73,45.41
1635,62.27,0.85,1.23,1.32,0.85,46.9
1636,1.59,0.94,0.0,0.0,1.34,0.0
1637,-12.4,1.04,-12.49,-10.52,-9.5,0.0
1638,4.93,1.2,2.57,1.51,1.0,0.0
1639,5.44,1.2,2.87,1.61,1.1,0.0
1640,41.74,1.05,32.22,19.57,7.74,0.0
1641,-2.86,8.43,13.0,10.92,5.58,0.0
1642,-7.2,-1.49,-10.68,-3.63,-6.73,0.0
1643,14.88,3.78,14.88,9.64,2.93,0.0
1644,21.25,0.77,5.62,-0.22,-4.47,0.0
1645,-23.4,4.82,-1.27,4.11,-0.83,0.0
1646,12.5,5.56,8.7,9.55,4.86,0.0
1647,43.21,1.76,2.21,1.96,1.26,36.29
1648,183.84,2.17,15.23,6.27,0.4,117.74
1649,-32.6,5.64,14.82,7.32,-1.17,37.55
1650,66.24,1.85,2.7,2.15,1.46,38.02
1651,47.4,6.04,17.54,11.84,5.51,72.4
1652,41.6,4.47,17.22,10.42,7.35,85.51
1653,-0.9,0.3,28.53,16.04,4.32,7.02
1654,21.14,5.67,24.06,13.56,5.86,84.79
1655,0.0,0.0,0.0,0.0,0.0,0.0
1656,-16.09,-9.83,0.0,-16.02,-11.27,0.0
1657,10.14,-2.08,0.0,10.07,4.29,0.0
1658,20.55,13.52,0.0,20.43,12.28,0.0
1659,14.55,4.28,0.0,13.34,7.77,0.0
1660,4.92,-0.24,0.0,4.1,2.07,0.0
1661,4.53,1.08,0.0,7.14,-1.71,0.0
1662,-47.99,3.07,-5.88,-6.48,-8.37,0.0
1663,-32.38,3.71,1.06,-0.75,-1.52,0.0
1664,-6.13,2.97,16.91,9.27,5.56,0.0
1665,21.84,1.21,1.75,1.48,0.42,19.59
1666,23.24,1.24,2.1,1.63,0.51,20.69
1667,42.15,7.84,3.81,8.58,2.65,28.67
1668,42.6,1.36,2.08,1.45,0.58,26.95
1669,-27.4,-2.29,-3.46,4.76,-2.02,3.71
1670,102.77,0.69,2.08,1.21,0.69,75.77
1671,0.0,0.0,0.0,0.0,0.0,0.0
1672,4.21,5.82,0.0,0.0,0.0,0.0
1673,-3.39,3.81,0.0,0.0,-3.38,0.0
1674,-6.4,5.05,0.0,0.43,-1.37,0.0
1675,1.6,8.09,-4.15,7.74,0.49,0.0
1676,-31.24,7.57,11.44,2.18,-2.09,0.0
1677,-47.19,6.36,-12.56,-5.14,-5.94,0.0
1678,-32.94,3.86,-15.64,-14.62,-13.24,0.0
1679,2.25,3.16,14.3,8.05,5.15,0.0
1680,-14.3,7.52,-15.88,-0.85,-5.78,0.0
1681,-41.98,2.51,-5.13,-3.44,-1.31,0.0
1682,-0.69,4.62,18.79,8.67,2.09,0.0
1683,-3.26,6.51,-9.26,-1.26,-1.99,0.0
1684,42.13,4.33,-16.47,-12.01,-14.55,32.96
1685,20.12,3.27,-17.06,-6.39,-5.31,18.95
1686,43.72,1.11,2.03,1.01,0.6,20.98
1687,105.8,4.95,9.76,0.88,-4.06,87.95
1688,57.11,1.09,3.35,1.76,0.98,22.23
1689,53.82,1.64,2.13,0.96,0.38,22.07
1690,87.15,4.94,1.39,2.56,3.54,29.99
1691,912.37,7.23,10.97,13.32,6.29,110.24
1692,5.4,0.57,0.0,0.0,2.63,0.0
1693,4.1,0.68,0.0,4.0,-0.67,0.0
1694,0.7,1.61,0.0,0.5,0.1,0.0
1695,11.13,4.53,5.56,6.32,0.09,0.0
1696,102.88,7.46,-1.19,8.22,-1.88,103.79
1697,150.9,5.91,17.08,14.05,7.54,129.76
1698,61.75,0.91,-2.04,0.18,-0.81,48.42
1699,10.15,6.91,12.75,16.2,13.14,58.95
1700,-17.91,4.42,12.92,8.04,6.86,0.0
1701,-20.4,3.78,3.92,2.58,-2.57,0.0
1702,47.3,4.47,7.52,4.69,-1.01,47.45
1703,16.53,0.42,1.02,0.68,0.34,19.1
1704,38.76,7.47,5.11,7.02,3.29,39.68
1705,16.37,6.39,6.42,3.8,0.0,17.16
1706,27.84,5.56,16.49,10.45,5.93,66.44
1707,24.09,5.49,11.25,6.94,2.87,61.78
1708,48.31,2.31,-4.1,-0.5,-4.15,31.07
1709,-9.92,-9.65,0.0,0.0,0.0,0.0
1710,0.07,1.33,0.0,0.35,-0.93,0.0
1711,17.89,2.45,-1.21,0.34,0.55,14.64
1712,17.47,2.46,-1.11,0.47,0.61,13.69
1713,-28.8,-2.33,-4.04,5.95,-1.79,0.0
1714,34.48,1.02,3.01,1.48,1.21,26.26
1715,-21.7,-1.12,22.23,9.82,-0.17,5.94
1716,39.51,4.85,32.55,15.03,9.33,129.99
1717,301.01,5.65,17.96,11.42,6.32,74.93
1718,0.0,0.0,0.0,0.0,0.0,0.0
1719,0.03,3.02,0.0,-0.37,-2.95,0.0
1720,-47.97,6.4,-3.21,-1.59,-6.89,0.0
1721,-52.91,2.27,3.69,-6.14,-8.93,0.0
1722,-44.69,4.93,21.14,3.23,-6.21,0.0
1723,-45.29,3.41,-16.5,-6.28,-5.45,0.0
1724,-35.72,6.82,-3.5,0.98,-1.24,0.0
1725,-5.36,4.4,10.54,8.19,2.86,0.0
1726,-23.85,3.74,7.97,2.4,-2.97,0.0
1727,-41.56,2.68,-3.63,-2.95,-1.18,0.0
1728,11.28,6.18,26.58,19.66,3.7,0.0
1729,-5.01,2.83,13.52,8.09,5.33,0.0
1730,-15.77,6.74,-18.25,-12.71,-15.81,0.0
1731,-6.39,2.99,-18.47,-9.45,-7.38,0.0
1732,61.74,7.2,17.88,9.08,4.69,0.0
1733,48.3,6.77,8.17,7.08,1.85,0.0
1734,54.47,7.38,1.68,7.4,1.99,45.87
1735,64.55,4.44,9.06,6.27,7.19,67.74
1736,58.6,6.66,3.93,6.59,-0.94,62.5
1737,20.43,0.91,2.14,1.32,1.01,27.71
1738,43.31,1.23,0.85,1.14,1.23,33.68
1739,-18.1,6.61,8.69,2.04,-3.25,42.03
1740,52.46,0.44,2.33,1.33,0.88,22.75
1741,51.31,1.11,1.13,-0.2,0.3,26.39
1742,29.2,4.87,5.9,0.94,-4.23,62.31
1743,53.08,5.71,22.86,12.63,6.02,83.44
1744,163.89,4.52,9.82,5.16,0.51,103.08
1745,71.18,1.75,1.57,1.29,0.0,21.69
1746,-5.96,4.02,-10.58,-6.55,-5.26,13.92
1747,109.18,3.11,9.95,7.93,0.0,44.74
1748,0.0,0.0,0.0,0.0,0.0,0.0
1749,80.01,0.88,-1.1,0.09,0.7,26.12
1750,361.61,6.3,17.03,12.08,4.21,86.88
1751,0.0,0.0,0.0,0.0,0.0,0.0
1752,469.32,5.29,-5.76,0.08,-1.48,18.79
1753,627.84,4.97,6.62,0.86,-1.08,69.87
1754,110.18,0.94,-0.66,0.34,0.77,27.74
1755,-0.8,0.42,0.0,0.0,-0.8,0.0
1756,1.05,0.75,0.0,0.98,0.24,0.0
1757,-2.12,0.72,0.0,0.2,0.31,0.0
1758,-1.4,2.07,0.0,-1.6,-3.52,0.0
1759,-0.58,1.24,0.0,0.21,-0.45,0.0
1760,0.15,1.33,0.0,0.61,-0.24,0.0
1761,-3.4,4.09,-3.4,-2.42,-4.55,0.0
1762,-3.1,4.08,-3.29,-2.42,-4.06,0.0
1763,-1.81,3.03,16.58,11.01,6.52,0.0
1764,-25.7,4.55,9.58,7.43,7.11,0.0
1765,40.72,0.79,-0.14,0.49,0.49,30.89
1766,52.3,0.89,-2.5,-2.42,-1.11,32.16
1767,49.46,0.57,-2.48,-2.55,-1.33,33.09
1768,149.4,4.91,14.65,-4.95,-4.87,102.6
1769,1071.81,5.27,21.92,12.55,6.48,120.21
1770,2.09,3.79,0.0,0.0,0.0,0.0
1771,-8.02,3.8,0.0,-5.12,-3.89,0.0
1772,-59.03,3.95,-23.51,-10.22,-6.87,0.0
1773,-35.91,2.44,-5.25,-3.47,-0.99,0.0
1774,-12.22,2.77,12.99,8.05,5.67,0.0
1775,43.76,5.82,16.77,11.65,7.07,59.77
1776,-7.51,-4.51,2.42,-13.51,-6.81,-26.87
1777,26.3,7.12,3.61,5.69,1.69,50.18
1778,0.0,0.0,0.0,0.0,0.0,0.0
1779,0.7,1.16,0.0,0.7,-0.18,0.0
1780,17.27,3.49,0.0,19.27,7.54,0.0
1781,69.57,6.4,9.76,9.2,2.76,71.22
1782,100.33,5.86,15.42,15.6,7.51,75.58
1783,2.97,0.84,1.78,0.92,0.69,0.0
1784,-2.29,8.71,-12.45,3.95,-2.25,0.0
1785,-24.09,8.54,2.31,10.38,5.24,0.0
1786,-14.79,2.92,0.0,-6.86,-5.67,0.0
1787,72.2,7.59,29.2,22.98,10.18,0.0
1788,-29.69,6.64,-6.36,-2.63,-7.33,0.0
1789,29.3,0.78,-0.31,0.86,0.62,25.41
1790,41.33,4.39,9.99,7.78,3.99,42.15
1791,73.97,6.08,9.21,3.62,2.49,89.73
1792,43.57,1.24,2.78,1.43,0.57,22.26
1793,-63.5,-10.76,-17.05,-22.34,-9.2,-57.66
1794,98.94,9.11,14.45,12.5,3.3,136.83
1795,190.2,-1.52,36.53,14.13,5.21,66.46
1796,166.7,9.04,20.95,21.34,9.17,195.02
1797,224.8,9.1,20.52,21.24,9.1,161.09
1798,-0.13,-0.34,0.0,0.0,0.0,0.0
1799,-0.08,-0.3,0.0,0.0,0.0,0.0
1800,-18.4,6.94,5.17,6.87,3.3,0.0
1801,-31.83,4.8,23.73,10.43,2.66,0.0
1802,-39.78,2.32,7.18,-4.38,-8.67,0.0
1803,14.78,1.5,0.76,0.99,0.59,0.0
1804,101.1,6.97,13.17,17.12,6.12,0.0
1805,38.08,1.81,0.84,1.92,1.06,31.92
1806,27.23,1.49,1.05,1.09,0.59,21.28
1807,43.19,1.8,1.26,2.12,1.16,33.46
1808,36.81,1.71,1.35,1.3,0.7,21.11
1809,38.96,1.7,1.64,1.4,0.79,22.22
1810,120.39,7.84,33.19,19.93,7.94,119.05
1811,-2.48,1.24,17.32,11.47,3.47,-15.93
1812,18.37,1.73,-1.91,-1.52,-0.75,7.6
1813,21.24,1.74,-1.6,-1.38,-0.7,8.89
1814,-4.97,-2.61,23.94,8.62,0.76,13.24
1815,64.42,4.84,0.89,-1.54,-4.84,62.08
1816,578.52,5.81,2.1,1.88,1.56,61.89
1817,443.83,5.6,3.35,8.02,1.4,80.61
1818,0.0,0.0,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0,0.0,0.0
1820,1.27,2.86,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0,0.0,0.0
1822,6.42,6.41,0.0,0.0,0.0,0.0
1823,-26.55,3.49,0.0,-10.47,-6.58,0.0
1824,-6.91,3.27,-14.56,-4.98,-4.9,0.0
1825,7.04,6.18,16.88,8.46,2.3,0.0
1826,-28.82,1.54,15.91,1.73,-3.16,0.0
1827,-13.84,6.23,8.64,0.88,-5.08,0.0
1828,-27.28,6.85,0.59,3.87,0.51,0.0
1829,-43.21,6.53,-5.54,3.74,1.31,0.0
1830,29.37,-1.78,35.86,13.99,4.99,0.0
1831,-12.02,4.9,18.54,12.03,8.16,0.0
1832,8.39,5.51,-9.83,-0.47,-3.22,0.0
1833,31.95,4.46,8.4,4.0,0.07,0.0
1834,8.13,-1.88,-2.61,4.53,-1.61,0.0
1835,61.74,6.67,9.81,4.96,-0.09,58.13
1836,60.4,5.18,-0.1,-1.47,-4.52,55.19
1837,11.44,-1.89,-2.89,4.5,-1.68,4.44
1838,75.03,4.79,17.34,11.36,8.05,95.11
1839,50.45,4.41,-2.47,-1.33,-4.52,50.04
1840,58.77,4.67,11.0,8.29,7.24,85.24
1841,-19.12,1.86,6.17,-0.55,-3.42,1.87
1842,49.89,4.72,12.47,8.67,3.01,53.83
1843,78.65,7.67,29.12,23.22,10.9,95.54
1844,61.32,5.8,15.62,10.61,5.99,68.95
1845,9.22,0.73,-1.25,-1.69,-1.23,8.29
1846,52.34,6.0,20.7,12.93,6.94,80.69
1847,43.2,5.22,8.9,4.68,0.77,65.74
1848,47.9,6.17,23.87,16.46,10.95,85.34
1849,75.23,5.09,2.77,-0.74,-4.91,59.9
1850,51.7,6.01,-6.13,-0.26,-2.32,33.3
1851,41.71,0.84,31.6,17.42,5.69,32.75
1852,52.23,5.96,18.73,12.0,6.65,79.3
1853,85.24,3.27,-14.14,-7.27,-7.57,37.0
